time;cc;earfcn;pci;rsrp;pl;cfo;pci_neigh;rsrp_neigh;cfo_neigh;dl_mcs;dl_snr;dl_turbo;dl_brate;dl_bler;ul_ta;distance_km;speed_kmph;ul_mcs;ul_buff;ul_brate;ul_bler;rf_o;rf_u;rf_l;is_attached;proc_rmem;proc_rmem_kB;proc_vmem_kB;sys_mem;sys_load;thread_count;cpu_0;cpu_1;cpu_2;cpu_3;cpu_4;cpu_5;cpu_6;cpu_7
1820718;0;368500;1;3.3;0.0;0.0000038;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.5;18;12;48;10;60;92;10;60;98
1821217;0;368500;1;2.8;0.0;0.00000057;n/a;n/a;n/a;27;72;1.4;23052.630859;0;0.0;0.0;0.0;27;0.0;293456.125000;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.5;18;16;46;14;62;92;14;60;98
1821716;0;368500;1;3.0;0.0;0.0000062;n/a;n/a;n/a;0.0;73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;35;9.8;18;18;46;94;62;92;9.8;60;98
1822215;0;368500;1;3.3;0.0;0.0000031;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;35;9.8;18;16;50;100;62;92;9.8;60;98
1822714;0;368500;1;3.0;0.0;0.0000010;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;35;9.5;18;14;46;100;60;92;9.8;60;98
1823213;0;368500;1;3.3;0.0;0.00000084;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;35;10;18;16;48;46;60;92;12;62;100
1823712;0;368500;1;3.0;0.0;0.0000030;n/a;n/a;n/a;0.0;70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.5;18;14;46;20;54;92;12;64;98
1824211;0;368500;1;3.3;0.0;0.0000037;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;10;18;46;20;9.8;60;92;12;62;98
1824710;0;368500;1;3.2;0.0;0.0000074;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;10;18;64;20;18;40;92;10;62;98
1825209;0;368500;1;3.1;0.0;-0.0000028;n/a;n/a;n/a;26;72;1.7;2425.806396;0;0.0;0.0;0.0;28;0.0;106288.171875;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.8;18;68;12;22;40;90;12;62;98
1825708;0;368500;1;1.8;0.0;0.0000038;n/a;n/a;n/a;28;72;1.7;3223919.500000;0;0.0;0.0;0.0;26;0.0;151035.171875;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;16;18;40;40;44;46;92;28;60;100
1826207;0;368500;1;3.0;0.0;0.0000053;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;11;18;24;8.0;48;62;92;14;64;98
1826706;0;368500;1;2.9;0.0;-0.0000000075;n/a;n/a;n/a;27;72;1.5;19050.109375;0;0.0;0.0;0.0;27;0.0;241010.890625;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;10;18;20;78;26;62;38;20;60;98
1827205;0;368500;1;3.3;0.0;0.0000041;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.0;18;42;92;12;62;36;14;34;98
1827704;0;368500;1;3.2;0.0;-0.00000029;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;10;18;48;12;28;64;50;80;18;98
1828202;0;368500;1;2.9;0.0;0.0000021;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.8;18;44;7.8;28;60;50;92;18;100
1828701;0;368500;1;3.8;0.0;-0.0000014;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;11;18;42;5.8;28;60;52;92;18;98
1829200;0;368500;1;2.9;0.0;0.0000017;n/a;n/a;n/a;0.0;79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;10;18;48;12;56;62;44;92;38;98
1829699;0;368500;1;3.6;0.0;0.0000036;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;10;18;48;16;16;60;18;92;56;98
1830197;0;368500;1;2.3;0.0;0.00000050;n/a;n/a;n/a;27;67;1.7;1179810.375000;0;0.0;0.0;0.0;27;0.0;270654.031250;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;12;18;46;36;64;52;26;44;50;98
1830696;0;368500;1;3.3;0.0;0.0000029;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;10;18;56;62;92;12;16;9.8;56;100
1831195;0;368500;1;2.7;0.0;0.0000012;n/a;n/a;n/a;27;78;1.4;19682.927734;0;0.0;0.0;0.0;27;0.0;342170.718750;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;8.2;18;50;34;98;18;44;14;80;98
1831693;0;368500;1;3.0;0.0;0.0000013;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.0;18;54;82;86;40;7.8;26;20;98
1832192;0;368500;1;3.6;0.0;0.0000051;n/a;n/a;n/a;0.0;67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.2;18;58;92;70;44;8.0;20;8.0;96
1832691;0;368500;1;3.3;0.0;0.0000026;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.0;18;56;92;60;44;8.0;24;6.0;98
1833190;0;368500;1;3.0;0.0;0.0000075;n/a;n/a;n/a;0.0;70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.5;18;56;90;62;46;7.8;22;7.8;96
1833689;0;368500;1;3.2;0.0;0.0000018;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.2;18;56;92;64;46;8.0;22;10;98
1834188;0;368500;1;2.6;0.0;-0.0000048;n/a;n/a;n/a;27;82;1.4;72422.906250;0;0.0;0.0;0.0;27;3.0;348863.437500;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;11;18;34;92;62;30;34;34;28;98
1834687;0;368500;1;3.0;0.0;0.0000020;n/a;n/a;n/a;0.0;79;0.0;0.0;0.0;0.0;0.0;0.0;26;0.0;11821.656250;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;10;18;14;92;66;12;46;16;56;98
1835186;0;368500;1;3.3;0.0;0.0000042;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.5;18;14;92;64;12;42;16;56;96
1835685;0;368500;1;2.9;0.0;0.0000055;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;10;18;12;92;62;12;42;20;60;98
1836184;0;368500;1;3.6;0.0;0.0000032;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;10;18;16;70;14;80;46;14;58;98
1836683;0;368500;1;3.2;0.0;0.00000014;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;10;18;14;68;10;92;50;18;58;98
1837182;0;368500;1;3.6;0.0;0.0000067;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.8;18;12;54;14;68;56;36;70;100
1837681;0;368500;1;1.7;0.0;0.0000041;n/a;n/a;n/a;27;69;1.6;2858791.250000;0;0.0;0.0;0.0;27;268;566380.062500;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;12;18;66;66;48;56;48;50;42;66
1838180;0;368500;1;2.1;0.0;0.0000022;n/a;n/a;n/a;28;70;1.8;1136053.500000;0;0.0;0.0;0.0;25;0.0;45184.855469;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;12;18;62;90;98;16;18;26;62;20
1838679;0;368500;1;3.0;0.0;0.0000017;n/a;n/a;n/a;27;inf;1.5;19431.111328;0;0.0;0.0;0.0;28;3.0;254275.562500;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.5;18;44;64;98;40;14;36;56;18
1839178;0;368500;1;3.0;0.0;0.00000082;n/a;n/a;n/a;0.0;70;0.0;0.0;0.0;0.0;0.0;0.0;27;0.0;12038.834961;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;8.8;18;38;20;52;38;92;14;42;74
1839677;0;368500;1;3.0;0.0;0.00000065;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;10;18;48;46;9.8;70;64;16;52;96
1840176;0;368500;1;3.6;0.0;-0.00000088;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.8;18;48;66;20;90;14;98;50;20
1840675;0;368500;1;3.2;0.0;0.0000032;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;10;18;46;68;18;92;14;98;56;24
1841174;0;368500;1;3.3;0.0;0.0000032;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;10;18;46;64;20;92;18;98;50;24
1841673;0;368500;1;3.0;0.0;0.0000021;n/a;n/a;n/a;0.0;82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;10;18;26;18;62;78;28;100;36;58
1842172;0;368500;1;3.2;0.0;0.00000050;n/a;n/a;n/a;0.0;73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;8.8;18;38;28;34;88;52;82;10;34
1842671;0;368500;1;3.3;0.0;0.0000038;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.0;18;42;28;7.8;92;98;62;16;48
1843170;0;368500;1;3.2;0.0;0.0000036;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.5;18;48;32;12;92;98;62;86;48
1843669;0;368500;1;2.9;0.0;0.0000011;n/a;n/a;n/a;27;72;1.6;26770.562500;0;0.0;0.0;0.0;26;0.0;108640.695312;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.3;18;30;22;18;92;98;58;12;54
1844168;0;368500;1;2.5;0.0;0.0000018;n/a;n/a;n/a;27;72;1.5;112451.195312;0;0.0;0.0;0.0;26;0.0;176399.125000;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.5;18;24;18;40;72;98;62;40;56
1844667;0;368500;1;1.6;0.0;0.00000033;n/a;n/a;n/a;28;inf;1.8;3990205.000000;0;0.0;0.0;0.0;27;0.0;364831.031250;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;16;18;38;52;48;78;94;64;52;28
1845166;0;368500;1;3.0;0.0;0.0000034;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;10;18;7.8;14;48;100;88;62;60;12
1845665;0;368500;1;2.6;0.0;-0.0000023;n/a;n/a;n/a;27;72;1.5;22030.238281;0;0.0;0.0;0.0;27;0.0;208673.859375;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;10;18;10;14;48;98;90;62;24;46
1846164;0;368500;1;3.6;0.0;0.0000051;n/a;n/a;n/a;0.0;70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.3;18;7.8;9.8;44;98;90;64;16;50
1846663;0;368500;1;3.3;0.0;0.0000046;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.8;18;8.0;12;46;100;90;62;20;48
1847162;0;368500;1;3.0;0.0;0.0000066;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.8;18;8.0;14;44;98;88;62;20;48
1847661;0;368500;1;3.3;0.0;0.0000014;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.5;18;7.8;12;42;98;90;62;18;52
1848160;0;368500;1;3.0;0.0;0.00000082;n/a;n/a;n/a;0.0;79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.3;18;5.8;12;42;100;88;62;16;50
1848659;0;368500;1;3.3;0.0;0.0000067;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.8;18;7.8;9.8;46;98;90;64;18;50
1849158;0;368500;1;2.9;0.0;-0.0000018;n/a;n/a;n/a;27;69;1.4;6097.664551;0;0.0;0.0;0.0;26;0.0;34208.066406;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;10;18;30;14;42;82;90;56;22;50
1849657;0;368500;1;3.3;0.0;0.0000046;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;10;18;100;14;46;66;90;6.0;20;46
1850156;0;368500;1;2.2;0.0;-0.0000027;n/a;n/a;n/a;27;70;1.6;615080.437500;0;0.0;0.0;0.0;27;0.0;357682.750000;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;10;18;98;16;40;68;90;24;40;32
1850655;0;368500;1;3.6;0.0;0.0000030;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.5;18;98;16;44;64;92;38;30;9.8
1851154;0;368500;1;3.0;0.0;-0.0000013;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.8;18;98;16;40;66;90;38;30;12
1851653;0;368500;1;3.7;0.0;-0.00000020;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.0;18;100;14;44;66;68;42;40;18
1852152;0;368500;1;2.7;0.0;0.0000051;n/a;n/a;n/a;27;69;1.4;32449.244141;0;0.0;0.0;0.0;27;0.0;311170.625000;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.5;18;98;48;32;14;34;56;92;22
1852651;0;368500;1;3.0;0.0;0.00000019;n/a;n/a;n/a;27;70;1.0;1222.929932;0;0.0;0.0;0.0;26;0.0;11821.656250;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.0;18;98;9.8;16;12;46;56;92;62
1853150;0;368500;1;3.0;0.0;0.0000020;n/a;n/a;n/a;0.0;79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.5;18;98;12;18;12;48;54;88;64
1853649;0;368500;1;3.6;0.0;0.0000026;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.8;18;98;8.0;18;12;50;54;92;60
1854148;0;368500;1;3.1;0.0;0.00000038;n/a;n/a;n/a;27;72;1.7;9644.067383;0;0.0;0.0;0.0;27;0.0;38983.050781;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.5;18;98;8.0;18;14;46;54;92;62
1854647;0;368500;1;3.0;0.0;0.0000057;n/a;n/a;n/a;0.0;70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.5;18;98;9.8;18;16;46;52;92;60
1855146;0;368500;1;3.3;0.0;0.0000027;n/a;n/a;n/a;0.0;70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.3;18;98;12;26;80;46;40;66;36
1855645;0;368500;1;3.0;0.0;0.0000039;n/a;n/a;n/a;0.0;73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.5;18;98;8.0;22;92;52;20;60;46
1856144;0;368500;1;3.2;0.0;0.0000031;n/a;n/a;n/a;0.0;70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.0;18;98;10;78;64;48;26;20;44
1856643;0;368500;1;3.2;0.0;-0.0000014;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.0;18;92;16;6.0;62;46;54;16;90
1857142;0;368500;1;3.0;0.0;0.0000025;n/a;n/a;n/a;0.0;70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.5;18;92;40;16;58;52;18;12;98
1857641;0;368500;1;1.9;0.0;0.0000052;n/a;n/a;n/a;28;67;1.7;3758032.000000;0;0.0;0.0;0.0;27;228;497903.750000;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;15;18;72;60;30;40;78;30;52;72
1858140;0;368500;1;3.1;0.0;0.0000012;n/a;n/a;n/a;27;inf;1.4;14692.144531;0;0.0;0.0;0.0;26;0.0;68144.375000;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.3;18;7.8;98;44;54;88;7.8;12;70
1858639;0;368500;1;2.7;0.0;0.0000078;n/a;n/a;n/a;26;72;1.5;25378.722656;0;0.0;0.0;0.0;27;0.0;70570.210938;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.3;18;26;64;44;76;92;14;14;54
1859138;0;368500;1;3.3;0.0;0.00000052;n/a;n/a;n/a;27;72;1.0;1225.531860;0;0.0;0.0;0.0;26;0.0;11846.808594;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;8.8;18;44;8.0;44;98;92;22;10;60
1859637;0;368500;1;3.0;0.0;0.0000055;n/a;n/a;n/a;0.0;79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;8.8;18;44;8.0;42;98;92;20;12;64
1860136;0;368500;1;2.9;0.0;0.0000018;n/a;n/a;n/a;27;70;1.6;16628.820312;0;0.0;0.0;0.0;28;146;220262.015625;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.8;18;42;26;50;98;60;54;26;40
1860635;0;368500;1;3.1;0.0;-0.0000011;n/a;n/a;n/a;26;72;1.7;2405.117188;0;0.0;0.0;0.0;26;0.0;20776.119141;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;10;18;16;46;56;98;14;92;64;12
1861134;0;368500;1;3.5;0.0;0.0000052;n/a;n/a;n/a;0.0;82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.5;18;20;56;40;98;12;92;62;12
1861633;0;368500;1;3.3;0.0;-0.0000023;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;10;18;52;56;24;100;12;92;58;10
1862122;0;368500;1;3.0;0.0;0.0000031;n/a;n/a;n/a;0.0;79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.8;18;18;28;46;98;48;90;62;16
1862621;0;368500;1;3.1;0.0;-0.0000022;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;8.0;18;52;18;52;88;82;32;34;10
1863120;0;368500;1;3.2;0.0;0.0000067;n/a;n/a;n/a;0.0;78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.3;18;22;64;98;60;92;44;7.8;9.8
1863619;0;368500;1;2.1;0.0;-0.0000029;n/a;n/a;n/a;27;69;1.7;1666413.250000;0;0.0;0.0;0.0;28;356;299648.468750;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;13;18;28;46;98;32;92;46;32;44
1864118;0;368500;1;2.2;0.0;0.0000065;n/a;n/a;n/a;27;72;1.7;1316413.125000;0;0.0;0.0;0.0;27;0.0;188356.812500;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;12;18;38;18;100;64;92;22;62;20
1864611;0;368500;1;2.2;0.0;0.0000067;n/a;n/a;n/a;27;69;1.7;1154660.500000;0;0.0;0.0;0.0;28;749;234604.656250;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;12;18;14;62;98;14;94;60;60;24
1865110;0;368500;1;3.1;0.0;0.0000046;n/a;n/a;n/a;26;inf;1.5;3633.262207;0;0.0;0.0;0.0;27;0.0;53680.171875;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;10;18;8.0;12;98;56;92;60;62;12
1865609;0;368500;1;3.7;0.0;0.00000010;n/a;n/a;n/a;0.0;70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;5.5;18;22;10;96;38;14;52;56;6.0
1866108;0;368500;1;3.2;0.0;0.0000056;n/a;n/a;n/a;0.0;67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.8;18;50;64;48;60;22;20;92;12
1866607;0;368500;1;3.2;0.0;0.0000024;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;10;18;34;98;32;60;26;20;90;36
1867106;0;368500;1;2.8;0.0;0.0000082;n/a;n/a;n/a;27;70;1.5;25400.437500;0;0.0;0.0;0.0;28;0.0;320892.781250;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.8;18;16;100;90;54;12;48;8.0;60
1867605;0;368500;1;3.2;0.0;0.00000081;n/a;n/a;n/a;0.0;79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.0;18;9.8;98;82;50;7.8;46;5.8;62
1868104;0;368500;1;3.3;0.0;0.0000015;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;6.5;18;18;38;12;62;34;28;82;30
1868603;0;368500;1;3.0;0.0;-0.00000016;n/a;n/a;n/a;0.0;81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.3;18;12;28;98;46;46;72;60;30
1869102;0;368500;1;3.2;0.0;0.0000049;n/a;n/a;n/a;0.0;70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.8;18;12;56;100;14;46;92;62;42
1869601;0;368500;1;3.3;0.0;0.0000030;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.3;18;12;26;98;14;48;92;62;40
1870100;0;368500;1;3.0;0.0;0.0000065;n/a;n/a;n/a;0.0;70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2568.000000;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.0;18;28;32;96;16;54;90;32;32
1870599;0;368500;1;2.2;0.0;0.0000016;n/a;n/a;n/a;27;79;1.6;1077362.625000;0;0.0;0.0;0.0;27;0.0;585728.937500;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;8.2;18;48;28;20;96;54;30;34;22
1871098;0;368500;1;2.9;0.0;0.000000012;n/a;n/a;n/a;0.0;79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.5;18;62;24;34;94;98;8.0;60;12
1871597;0;368500;1;3.6;0.0;0.0000062;n/a;n/a;n/a;0.0;78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;34;9.3;18;60;24;36;92;98;7.8;62;9.8
